,movieId,title,genres
1966,2611,"Winslow Boy, The (1999)",Drama
1967,2612,Mildred Pierce (1945),Drama|Film-Noir
1974,2620,This Is My Father (1998),Drama|Romance
1977,2624,After Life (Wandafuru raifu) (1998),Drama|Fantasy
1981,2630,Besieged (a.k.a. L' Assedio) (1998),Drama
1982,2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery
1985,2639,Mommie Dearest (1981),Drama
1991,2648,Frankenstein (1931),Drama|Horror|Sci-Fi
1994,2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror
2001,2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
2008,2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
2009,2674,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy
2010,2676,Instinct (1999),Drama|Thriller
2013,2682,Limbo (1999),Drama
2015,2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
2016,2687,Tarzan (1999),Adventure|Animation|Children|Drama
2017,2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
2019,2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama
2023,2695,"Boys, The (1998)",Drama
2025,2697,My Son the Fanatic (1997),Comedy|Drama|Romance
2030,2702,Summer of Sam (1999),Drama
2035,2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
2036,2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2046,2725,Twin Falls Idaho (1999),Drama
2049,2728,Spartacus (1960),Action|Drama|Romance|War
2050,2729,Lolita (1962),Drama|Romance
2051,2730,Barry Lyndon (1975),Drama|Romance|War
2052,2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama
2053,2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance
2055,2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller
2058,2737,Assassination (1987),Action|Drama|Thriller
2059,2738,Crimes of the Heart (1986),Comedy|Drama
2060,2739,"Color Purple, The (1985)",Drama
2063,2742,Ménage (Tenue de soirée) (1986),Comedy|Drama
2064,2743,Native Son (1986),Drama
2065,2744,Otello (1986),Drama
2066,2745,"Mission, The (1986)",Drama
2070,2749,"Morning After, The (1986)",Drama|Mystery
2071,2750,Radio Days (1987),Comedy|Drama
2072,2751,From the Hip (1987),Comedy|Drama
2075,2757,Frances (1982),Drama
2077,2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
2078,2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2080,2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller
2081,2765,"Acid House, The (1998)",Comedy|Drama
2082,2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama
2083,2769,"Yards, The (2000)",Crime|Drama
2085,2771,Brokedown Palace (1999),Drama
2088,2775,Head On (1998),Drama
2103,2797,Big (1988),Comedy|Drama|Fantasy|Romance
2106,2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy
2107,2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
2108,2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller
2109,2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
2122,2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
2123,2820,Hamlet (1964),Drama
2125,2824,On the Ropes (1999),Documentary|Drama
2133,2839,West Beirut (West Beyrouth) (1998),Drama
2134,2840,Stigmata (1999),Drama|Thriller
2137,2844,"Minus Man, The (1999)",Drama|Mystery
2138,2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama
2139,2847,Only Angels Have Wings (1939),Adventure|Drama|Romance
2140,2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama
2142,2852,"Soldier's Story, A (1984)",Drama
2145,2858,American Beauty (1999),Drama|Romance
2148,2861,For Love of the Game (1999),Comedy|Drama
2149,2862,Caligula (1979),Drama
2152,2866,"Buddy Holly Story, The (1978)",Drama
2156,2871,Deliverance (1972),Adventure|Drama|Thriller
2159,2875,Sommersby (1993),Drama|Mystery|Romance
2165,2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller
2166,2882,Jakob the Liar (1999),Drama
2167,2883,Mumford (1999),Comedy|Drama
2169,2885,Guinevere (1999),Drama|Romance
2173,2889,"Mystery, Alaska (1999)",Comedy|Drama
2174,2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War
2176,2892,New Rose Hotel (1998),Action|Drama
2177,2893,Plunkett & MaCleane (1999),Action|Adventure|Drama
2178,2894,Romance (1999),Drama|Romance
2187,2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama
2188,2906,Random Hearts (1999),Drama|Romance
2190,2908,Boys Don't Cry (1999),Drama
2191,2912,"Limey, The (1999)",Crime|Drama|Thriller
2196,2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War
2198,2922,Hang 'Em High (1968),Crime|Drama|Western
2200,2925,"Conformist, The (Conformista, Il) (1970)",Drama
2201,2926,Hairspray (1988),Comedy|Drama
2202,2927,Brief Encounter (1946),Drama|Romance
2203,2928,"Razor's Edge, The (1984)",Drama
2204,2929,Reds (1981),Drama|Romance
2206,2931,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy
2207,2932,Days of Heaven (1978),Drama
2211,2939,Niagara (1953),Drama|Thriller
2212,2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance
2214,2942,Flashdance (1983),Drama|Romance
2215,2943,Indochine (1992),Drama|Romance
2216,2944,"Dirty Dozen, The (1967)",Action|Drama|War
2221,2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
2223,2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller
2226,2959,Fight Club (1999),Action|Crime|Drama|Thriller
2227,2961,"Story of Us, The (1999)",Comedy|Drama
2229,2964,Julien Donkey-Boy (1999),Drama
2231,2966,"Straight Story, The (1999)",Adventure|Drama
2232,2967,"Bad Seed, The (1956)",Drama|Thriller
2234,2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance
2235,2970,Fitzcarraldo (1982),Adventure|Drama
2236,2971,All That Jazz (1979),Drama|Fantasy|Musical
2237,2972,Red Sorghum (Hong gao liang) (1987),Drama|War
2238,2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
2240,2975,"Best Man, The (1999)",Comedy|Drama
2241,2976,Bringing Out the Dead (1999),Drama
2242,2977,Crazy in Alabama (1999),Comedy|Drama
2244,2979,Body Shots (1999),Drama
2248,2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2251,2988,Melvin and Howard (1980),Drama
2258,2996,Music of the Heart (1999),Drama
2259,2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
2260,3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
2262,3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War
2265,3006,"Insider, The (1999)",Drama|Thriller
2267,3008,Last Night (1998),Drama|Sci-Fi
2268,3010,Rosetta (1999),Drama
2269,3011,"They Shoot Horses, Don't They? (1969)",Drama
2276,3019,Drugstore Cowboy (1989),Crime|Drama
2277,3020,Falling Down (1993),Action|Drama
2282,3029,Nighthawks (1981),Action|Drama
2285,3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller
2288,3035,Mister Roberts (1955),Comedy|Drama|War
2289,3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama
2291,3038,"Face in the Crowd, A (1957)",Drama
2298,3045,Peter's Friends (1992),Comedy|Drama
2301,3051,Anywhere But Here (1999),Comedy|Drama
2303,3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
2306,3056,Oxygen (1999),Crime|Drama|Thriller
2308,3060,"Commitments, The (1991)",Comedy|Drama|Musical
2310,3062,"Longest Day, The (1962)",Action|Drama|War
2311,3063,Poison Ivy (1992),Drama|Thriller
2312,3064,Poison Ivy: New Seduction (1997),Drama|Thriller
2313,3066,Tora! Tora! Tora! (1970),Action|Drama|War
2314,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
2315,3068,"Verdict, The (1982)",Drama|Mystery
2317,3071,Stand and Deliver (1988),Comedy|Drama
2319,3073,"Sandpiper, The (1965)",Drama|Romance
2321,3075,Repulsion (1965),Drama|Horror
2324,3078,Liberty Heights (1999),Drama
2325,3079,Mansfield Park (1999),Comedy|Drama|Romance
2328,3083,All About My Mother (Todo sobre mi madre) (1999),Drama
2332,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
2333,3090,Matewan (1987),Drama
2334,3091,Kagemusha (1980),Drama|War
2335,3093,McCabe & Mrs. Miller (1971),Drama|Western
2336,3094,Maurice (1987),Drama|Romance
2337,3095,"Grapes of Wrath, The (1940)",Drama
2339,3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance
2340,3098,"Natural, The (1984)",Drama
2341,3099,Shampoo (1975),Comedy|Drama|Romance
2342,3100,"River Runs Through It, A (1992)",Drama
2343,3101,Fatal Attraction (1987),Drama|Thriller
2345,3103,Stanley & Iris (1990),Drama|Romance
2347,3105,Awakenings (1990),Drama|Mystery
2348,3106,Come See the Paradise (1990),Drama|Romance
2349,3107,Backdraft (1991),Action|Drama
2350,3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
2351,3109,"River, The (1984)",Drama
2352,3111,Places in the Heart (1984),Drama
2353,3112,'night Mother (1986),Drama
2356,3115,Flawless (1999),Drama
2357,3117,Ride with the Devil (1999),Drama|Romance|War
2359,3125,"End of the Affair, The (1999)",Drama
2360,3127,Holy Smoke (1999),Comedy|Drama
2361,3129,Sweet and Lowdown (1999),Comedy|Drama
2362,3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama
2363,3132,Daddy Long Legs (1919),Comedy|Drama
2364,3134,Grand Illusion (La grande illusion) (1937),Drama|War
2365,3135,"Great Santini, The (1979)",Drama
2366,3138,Stealing Home (1988),Drama
2367,3141,"Two Jakes, The (1990)",Drama
2369,3143,Hell in the Pacific (1968),Drama|War
2370,3145,Cradle Will Rock (1999),Drama
2372,3147,"Green Mile, The (1999)",Crime|Drama
2373,3148,"Cider House Rules, The (1999)",Drama
2374,3150,"War Zone, The (1999)",Drama|Thriller
2375,3152,"Last Picture Show, The (1971)",Drama
2377,3155,Anna and the King (1999),Drama|Romance
2378,3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi
2380,3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama
2382,3160,Magnolia (1999),Drama
2383,3161,Onegin (1999),Drama|Romance
2384,3162,Simpatico (1999),Comedy|Drama
2385,3163,Topsy-Turvy (1999),Comedy|Drama|Musical
2386,3165,Boiling Point (1993),Action|Drama
2387,3167,Carnal Knowledge (1971),Comedy|Drama
2388,3168,Easy Rider (1969),Adventure|Drama
2389,3169,The Falcon and the Snowman (1985),Crime|Drama|Thriller
2390,3171,Room at the Top (1959),Drama
2391,3173,Any Given Sunday (1999),Drama
2392,3174,Man on the Moon (1999),Comedy|Drama
2394,3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
2396,3178,"Hurricane, The (1999)",Drama
2397,3179,Angela's Ashes (1999),Drama
2398,3181,Titus (1999),Drama
2400,3183,"Third Miracle, The (1999)",Drama
2401,3185,Snow Falling on Cedars (1999),Drama
2402,3186,"Girl, Interrupted (1999)",Drama
2403,3189,My Dog Skip (1999),Children|Drama
2405,3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama
2406,3194,"Way We Were, The (1973)",Drama|Romance
2407,3196,Stalag 17 (1953),Drama|War
2409,3198,Papillon (1973),Crime|Drama
2410,3200,"Last Detail, The (1973)",Comedy|Drama
2411,3201,Five Easy Pieces (1970),Drama
2416,3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
2417,3211,"Cry in the Dark, A (1988)",Drama
2419,3214,American Flyers (1985),Drama
2420,3217,"Star Is Born, A (1937)",Drama
2422,3221,"Draughtsman's Contract, The (1982)",Drama
2423,3223,"Zed & Two Noughts, A (1985)",Drama
2424,3224,Woman in the Dunes (Suna no onna) (1964),Drama
2433,3246,Malcolm X (1992),Drama
2436,3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
2437,3250,Alive (1993),Drama
2438,3251,Agnes of God (1985),Drama|Mystery
2439,3252,Scent of a Woman (1992),Drama
2442,3255,"League of Their Own, A (1992)",Comedy|Drama
2443,3256,Patriot Games (1992),Action|Crime|Drama|Thriller
2444,3257,"Bodyguard, The (1992)",Drama|Romance|Thriller
2446,3259,Far and Away (1992),Adventure|Drama|Romance
2447,3260,Howards End (1992),Drama
2448,3261,Singles (1992),Comedy|Drama|Romance
2449,3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller
2450,3263,White Men Can't Jump (1992),Comedy|Drama
2452,3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
2453,3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
2456,3269,Forever Young (1992),Drama|Romance|Sci-Fi
2457,3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance
2458,3271,Of Mice and Men (1992),Drama
2459,3272,Bad Lieutenant (1992),Crime|Drama
2461,3274,Single White Female (1992),Drama|Thriller
2462,3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
2468,3285,"Beach, The (2000)",Adventure|Drama
2471,3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama
2473,3295,Raining Stones (1993),Drama
2474,3296,To Sir with Love (1967),Drama
2475,3298,Boiler Room (2000),Crime|Drama|Thriller
2476,3299,Hanging Up (2000),Comedy|Drama
2482,3307,City Lights (1931),Comedy|Drama|Romance
2483,3308,"Flamingo Kid, The (1984)",Comedy|Drama
2484,3310,"Kid, The (1921)",Comedy|Drama
2488,3317,Wonder Boys (2000),Comedy|Drama
2491,3325,"Next Best Thing, The (2000)",Comedy|Drama
2494,3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
2495,3329,The Year My Voice Broke (1987),Drama|Romance
2496,3330,Splendor in the Grass (1961),Drama|Romance
2497,3331,My Tutor (1983),Drama
2498,3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
2501,3342,Birdy (1984),Drama|War
2504,3347,Never Cry Wolf (1983),Adventure|Drama
2505,3350,"Raisin in the Sun, A (1961)",Drama
2509,3357,East-West (Est-ouest) (1999),Drama|Romance
2510,3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
2511,3359,Breaking Away (1979),Comedy|Drama
2512,3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
2513,3361,Bull Durham (1988),Comedy|Drama|Romance
2514,3362,Dog Day Afternoon (1975),Crime|Drama
2515,3363,American Graffiti (1973),Comedy|Drama
2517,3365,"Searchers, The (1956)",Drama|Western
2519,3370,Betrayed (1988),Drama|Thriller
2521,3374,Daughters of the Dust (1991),Drama
2522,3378,"Ogre, The (Unhold, Der) (1996)",Drama
2523,3379,On the Beach (1959),Drama
2526,3386,JFK (1991),Drama|Mystery|Thriller
2530,3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance
2541,3402,Turtle Diary (1985),Comedy|Drama|Romance
2542,3403,Raise the Titanic (1980),Drama|Thriller
2543,3404,Titanic (1953),Action|Drama
2544,3405,"Night to Remember, A (1958)",Action|Drama
2545,3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War
2546,3408,Erin Brockovich (2000),Drama
2547,3409,Final Destination (2000),Drama|Thriller
2548,3410,Soft Fruit (1999),Comedy|Drama
2549,3412,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama
2550,3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War
2551,3415,"Mirror, The (Zerkalo) (1975)",Drama
2553,3418,Thelma & Louise (1991),Adventure|Crime|Drama
2554,3420,...And Justice for All (1979),Drama|Thriller
2557,3423,School Daze (1988),Drama
2558,3424,Do the Right Thing (1989),Drama
2559,3425,Mo' Better Blues (1990),Drama|Musical
2560,3426,Jungle Fever (1991),Drama|Romance
2561,3428,"Champ, The (1979)",Drama
2563,3430,Death Wish (1974),Action|Crime|Drama
2564,3431,Death Wish 2 (1982),Action|Drama
2565,3432,Death Wish 3 (1985),Action|Drama
2566,3433,Death Wish 4: The Crackdown (1987),Action|Drama
2567,3434,Death Wish 5: The Face of Death (1994),Action|Drama
2568,3435,Double Indemnity (1944),Crime|Drama|Film-Noir
2569,3436,Dying Young (1991),Drama|Romance
2573,3441,Red Dawn (1984),Action|Drama|War
2574,3442,Band of the Hand (1986),Action|Crime|Drama
2577,3446,Funny Bones (1995),Comedy|Drama
2578,3447,"Good Earth, The (1937)",Drama
2579,3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War
2580,3449,"Good Mother, The (1988)",Drama
2582,3451,Guess Who's Coming to Dinner (1967),Drama
2584,3453,Here on Earth (2000),Drama|Romance
2586,3455,Buddy Boy (1999),Drama|Thriller
2587,3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama
2588,3459,Gothic (1986),Drama|Horror
2589,3461,Lord of the Flies (1963),Adventure|Drama|Thriller
2590,3462,Modern Times (1936),Comedy|Drama|Romance
2592,3467,Hud (1963),Drama|Western
2593,3468,"Hustler, The (1961)",Drama
2594,3469,Inherit the Wind (1960),Drama
2595,3470,Dersu Uzala (1975),Adventure|Drama
2596,3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
2599,3475,"Place in the Sun, A (1951)",Drama|Romance
2601,3477,Empire Records (1995),Comedy|Drama
2602,3478,"Bamba, La (1987)",Drama
2604,3480,Lucas (1986),Drama|Romance
2605,3481,High Fidelity (2000),Comedy|Drama|Romance
2610,3494,True Grit (1969),Adventure|Drama|Western
2611,3496,Madame Sousatzka (1988),Drama
2613,3498,Midnight Express (1978),Drama
2614,3499,Misery (1990),Drama|Horror|Thriller
2615,3500,Mr. Saturday Night (1992),Comedy|Drama
2617,3502,My Life (1993),Drama
2618,3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
2619,3504,Network (1976),Comedy|Drama
2620,3505,No Way Out (1987),Drama|Mystery|Thriller
2621,3506,North Dallas Forty (1979),Comedy|Drama
2623,3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
2624,3510,Frequency (2000),Drama|Thriller
2626,3512,Return to Me (2000),Drama|Romance
2627,3513,Rules of Engagement (2000),Drama|Thriller
2628,3514,Joe Gould's Secret (2000),Drama
2631,3519,Force 10 from Navarone (1978),Action|Drama|War
2632,3521,Mystery Train (1989),Comedy|Drama
2635,3526,Parenthood (1989),Comedy|Drama
2637,3528,"Prince of Tides, The (1991)",Drama|Romance
2639,3531,All the Vermeers in New York (1990),Comedy|Drama|Romance
2640,3534,28 Days (2000),Drama
2642,3536,Keeping the Faith (2000),Comedy|Drama|Romance
2643,3537,Where the Money Is (2000),Comedy|Drama
2646,3543,Diner (1982),Comedy|Drama
2648,3545,Cabaret (1972),Drama|Musical
2649,3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller
2650,3548,Auntie Mame (1958),Comedy|Drama
2653,3551,Marathon Man (1976),Crime|Drama|Thriller
2655,3553,Gossip (2000),Drama|Thriller
2656,3554,Love and Basketball (2000),Drama|Romance
2658,3556,"Virgin Suicides, The (1999)",Drama|Romance
2660,3559,Limelight (1952),Comedy|Drama|Romance
2663,3565,Where the Heart Is (2000),Comedy|Drama
2664,3566,"Big Kahuna, The (2000)",Comedy|Drama
2665,3567,Bossa Nova (2000),Comedy|Drama|Romance
2667,3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama
2668,3571,Time Code (2000),Comedy|Drama
2673,3577,Two Moon Junction (1988),Drama|Romance
2674,3578,Gladiator (2000),Action|Adventure|Drama
2675,3580,Up at the Villa (2000),Drama
2677,3584,Breathless (1983),Action|Drama|Romance|Thriller
2678,3586,The Idolmaker (1980),Drama|Romance
2680,3590,"Lords of Flatbush, The (1974)",Comedy|Drama
2681,3591,Mr. Mom (1983),Comedy|Drama
2684,3594,Center Stage (2000),Drama|Musical
2687,3598,Hamlet (2000),Crime|Drama|Romance|Thriller
2705,3628,Flying Tigers (1942),Action|Drama|Romance|War
2711,3637,Vagabond (Sans toit ni loi) (1985),Drama
2714,3640,"King in New York, A (1957)",Comedy|Drama
2715,3641,"Woman of Paris, A (1923)",Drama
2716,3643,"Fighting Seabees, The (1944)",Action|Drama|War
2719,3649,American Gigolo (1980),Drama
2722,3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War
2723,3655,Blow-Out (La grande bouffe) (1973),Drama
2731,3668,Romeo and Juliet (1968),Drama|Romance
2736,3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama
2738,3676,Eraserhead (1977),Drama|Horror
2740,3678,"Man with the Golden Arm, The (1955)",Drama
2743,3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
2744,3682,Magnum Force (1973),Action|Crime|Drama|Thriller
2745,3683,Blood Simple (1984),Crime|Drama|Film-Noir
2746,3684,"Fabulous Baker Boys, The (1989)",Drama|Romance
2747,3685,Prizzi's Honor (1985),Comedy|Drama|Romance
2761,3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi
2762,3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi
2763,3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
2769,3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance
2773,3711,Sarafina! (1992),Drama
2775,3713,"Long Walk Home, The (1990)",Drama
2776,3714,Clara's Heart (1988),Drama
2778,3716,Fatal Beauty (1987),Action|Comedy|Crime|Drama
2781,3720,Sunshine (1999),Drama
2782,3723,Hamlet (1990),Drama
2783,3724,Coming Home (1978),Drama|War
2787,3728,One False Move (1992),Crime|Drama|Film-Noir|Thriller
2788,3729,Shaft (1971),Action|Crime|Drama|Thriller
2789,3730,"Conversation, The (1974)",Drama|Mystery
2790,3731,Cutter's Way (1981),Drama|Thriller
2792,3733,"Paper Chase, The (1973)",Drama
2793,3735,Serpico (1973),Crime|Drama
2794,3736,"Ace in the Hole (Big Carnival, The) (1951)",Drama
2795,3737,Lonely Are the Brave (1962),Drama|Western
2796,3738,"Sugarland Express, The (1974)",Drama
2799,3741,Badlands (1973),Crime|Drama|Thriller
2800,3742,Battleship Potemkin (1925),Drama|War
2804,3746,Butterfly (La lengua de las mariposas) (1999),Drama
2805,3747,Jesus' Son (1999),Drama
2808,3753,"Patriot, The (2000)",Action|Drama|War
2810,3755,"Perfect Storm, The (2000)",Drama|Thriller
2811,3756,"Golden Bowl, The (2000)",Drama
2812,3758,Communion (1989),Drama|Sci-Fi|Thriller
2814,3761,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller
2817,3765,"Hot Spot, The (1990)",Crime|Drama|Romance
2825,3774,House Party 2 (1991),Comedy|Drama|Romance
2826,3783,Croupier (1998),Crime|Drama
2831,3788,Blow-Up (Blowup) (1966),Drama|Mystery
2832,3789,"Pawnbroker, The (1964)",Drama
2833,3790,Groove (2000),Drama
2834,3791,Footloose (1984),Drama
2835,3792,Duel in the Sun (1946),Drama|Romance|Western
2837,3794,Chuck & Buck (2000),Comedy|Drama
2838,3795,"Five Senses, The (1999)",Drama
2840,3798,What Lies Beneath (2000),Drama|Horror|Mystery
2842,3801,Anatomy of a Murder (1959),Drama|Mystery
2846,3808,"Two Women (Ciociara, La) (1960)",Drama|War
2848,3810,White Sands (1992),Drama|Thriller
2849,3811,Breaker Morant (1980),Drama|War
2851,3813,Interiors (1978),Drama
2853,3816,"Official Story, The (La historia oficial) (1985)",Drama
2856,3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance
2857,3823,Wonderland (1999),Drama
2858,3824,Autumn in New York (2000),Drama|Romance
2859,3825,Coyote Ugly (2000),Comedy|Drama|Romance
2866,3834,Bronco Billy (1980),Adventure|Drama|Romance
2875,3844,Steel Magnolias (1989),Drama
2876,3845,And God Created Woman (Et Dieu... créa la femme) (1956),Drama
2882,3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance
2888,3863,"Cell, The (2000)",Drama|Horror|Thriller
2893,3870,Our Town (1940),Drama
2894,3871,Shane (1953),Drama|Western
2895,3872,"Suddenly, Last Summer (1959)",Drama
2901,3888,Skipped Parts (2000),Drama|Romance
2903,3893,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
2904,3894,Solas (1999),Drama
2907,3897,Almost Famous (2000),Drama
2909,3899,Circus (2000),Crime|Drama|Thriller
2910,3900,Crime and Punishment in Suburbia (2000),Comedy|Drama
2911,3901,Duets (2000),Comedy|Drama
2915,3910,Dancer in the Dark (2000),Drama|Musical
2917,3912,Beautiful (2000),Comedy|Drama
2918,3914,"Broken Hearts Club, The (2000)",Drama
2919,3915,Girlfight (2000),Drama
2920,3916,Remember the Titans (2000),Drama
2924,3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance
2926,3925,Stranger Than Paradise (1984),Comedy|Drama
2942,3946,Get Carter (2000),Action|Drama|Thriller
2943,3947,Get Carter (1971),Action|Crime|Drama|Thriller
2945,3949,Requiem for a Dream (2000),Drama
2946,3950,Tigerland (2000),Drama
2947,3951,Two Family House (2000),Drama
2948,3952,"Contender, The (2000)",Drama|Thriller
2951,3957,Billy Jack (1971),Action|Drama
2952,3958,Billy Jack Goes to Washington (1977),Drama
2957,3965,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir
2959,3967,Billy Elliot (2000),Drama
2961,3969,Pay It Forward (2000),Drama
2967,3978,"Legend of Bagger Vance, The (2000)",Drama|Romance
2969,3980,Men of Honor (2000),Drama
2971,3983,You Can Count on Me (2000),Drama|Romance
2973,3985,"Eagle Has Landed, The (1976)",Drama|War
2975,3987,Bounce (2000),Drama|Romance
2980,3992,Malèna (2000),Drama|Romance|War
2981,3993,Quills (2000),Drama|Romance
2982,3994,Unbreakable (2000),Drama|Sci-Fi
2983,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
2985,3998,Proof of Life (2000),Drama
2987,4000,"Bounty, The (1984)",Adventure|Drama
2992,4007,Wall Street (1987),Drama
2993,4008,Born on the Fourth of July (1989),Drama|War
2994,4009,Talk Radio (1988),Drama
2997,4012,Punchline (1988),Comedy|Drama
2998,4014,Chocolat (2000),Drama|Romance
3001,4017,Pollock (2000),Drama
3003,4019,Finding Forrester (2000),Drama
3005,4021,Before Night Falls (2000),Drama
3006,4022,Cast Away (2000),Drama
3007,4023,"Family Man, The (2000)",Comedy|Drama|Romance
3011,4029,State and Main (2000),Comedy|Drama
3013,4031,All the Pretty Horses (2000),Drama|Romance|Western
3015,4033,Thirteen Days (2000),Drama|Thriller|War
3016,4034,Traffic (2000),Crime|Drama|Thriller
3018,4036,Shadow of the Vampire (2000),Drama|Horror
3022,4041,"Officer and a Gentleman, An (1982)",Drama|Romance
3023,4042,"Alamo, The (1960)",Action|Drama|War|Western
3024,4043,At Close Range (1986),Crime|Drama
3025,4046,Friendly Persuasion (1956),Drama
3026,4047,Gettysburg (1993),Drama|War
3028,4052,Antitrust (2001),Crime|Drama|Thriller
3030,4054,Save the Last Dance (2001),Drama|Romance
3031,4055,Panic (2000),Drama
